time,header_stamp_secs,header_stamp_nsecs,header_frame_id,status_status,status_service,latitude,longitude,altitude,position_covariance_0,position_covariance_1,position_covariance_2,position_covariance_3,position_covariance_4,position_covariance_5,position_covariance_6,position_covariance_7,position_covariance_8,position_covariance_type
2026/02/13 16:08:30.500710885,150,900000000,gnss_link,1,1,55.86727599673882,37.69094843181858,150.20699976477772,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:08:30.776535315,151,0,gnss_link,1,1,55.86727599674242,37.69094843182087,150.20700069144368,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:08:31.75491861,151,100000000,gnss_link,1,1,55.867275996746024,37.690948431823145,150.207001616247,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:08:31.355408820,151,200000000,gnss_link,1,1,55.86727599674959,37.69094843182541,150.20700253825635,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:08:31.636774902,151,300000000,gnss_link,1,1,55.86727599674959,37.69094843182541,150.20700253825635,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:08:31.913577597,151,400000000,gnss_link,1,1,55.86727599674959,37.69094843182541,150.20700253825635,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:08:32.193768357,151,500000000,gnss_link,1,1,55.86727599674959,37.69094843182541,150.20700253825635,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:08:32.479854825,151,600000000,gnss_link,1,1,55.86727599674959,37.69094843182541,150.20700253825635,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:08:32.769401855,151,700000000,gnss_link,1,1,55.86727599674959,37.69094843182541,150.20700253825635,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:08:33.57911117,151,800000000,gnss_link,1,1,55.86727599674959,37.69094843182541,150.20700253825635,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:08:33.349833318,151,900000000,gnss_link,1,1,55.867276002029996,37.69094851388085,150.2070961529389,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:08:33.646196969,152,0,gnss_link,1,1,55.86727604577827,37.69094925999987,150.20704275835305,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:08:33.949595858,152,100000000,gnss_link,1,1,55.86727610554449,37.69095027621517,150.20712375827134,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:08:34.251519372,152,200000000,gnss_link,1,1,55.86727617955447,37.69095153694025,150.20712316781282,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:08:34.531606673,152,300000000,gnss_link,1,1,55.867276268944515,37.69095307124738,150.20677484944463,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:08:34.816145699,152,400000000,gnss_link,1,1,55.867276362613225,37.690954658939106,150.20709120016545,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:08:35.108392220,152,500000000,gnss_link,1,1,55.8672764557959,37.6909562466366,150.20708045363426,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
