time,header_stamp_secs,header_stamp_nsecs,header_frame_id,status_header_stamp_secs,status_header_stamp_nsecs,status_header_frame_id,status_satellites_used,status_satellites_visible,status_status,status_motion_source,status_orientation_source,status_position_source,latitude,longitude,altitude,track,speed,climb,pitch,roll,dip,time,gdop,pdop,hdop,vdop,tdop,err,err_horz,err_vert,err_track,err_speed,err_climb,err_time,err_pitch,err_roll,err_dip,position_covariance_0,position_covariance_1,position_covariance_2,position_covariance_3,position_covariance_4,position_covariance_5,position_covariance_6,position_covariance_7,position_covariance_8,position_covariance_type
2026/02/13 16:08:21.469771702,147,700000000,gnss_link,0,0,,0,0,20,0,0,1,55.86727834966248,37.69098834079304,150.20705138519406,-3.0474626099646875,0.9990076012340402,0.029186372572614964,0.0,0.0,0.0,2026/02/13 16:08:21.469771702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:08:21.705259948,147,800000000,gnss_link,0,0,,0,0,20,0,0,1,55.86727825553461,37.690986753035006,150.20674322266132,-3.042415853773717,0.9989165701977789,-0.05222305915413922,0.0,0.0,0.0,2026/02/13 16:08:21.705259948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:08:21.937493579,147,900000000,gnss_link,0,0,,0,0,20,0,0,1,55.86727816034986,37.69098516566108,150.2071015574038,-3.0417172413519027,1.0000061236749052,-0.005081064924337938,0.0,0.0,0.0,2026/02/13 16:08:21.937493579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:08:22.178434676,148,0,gnss_link,0,0,,0,0,20,0,0,1,55.86727806538613,37.690983578332144,150.2070375783369,-3.0360380593679808,0.9994161555504751,0.0324168144751896,0.0,0.0,0.0,2026/02/13 16:08:22.178434676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:08:22.415882263,148,100000000,gnss_link,0,0,,0,0,20,0,0,1,55.86727797081109,37.69098199067537,150.20680779963732,-3.04233109726385,0.9992988340306086,-0.044358232998501335,0.0,0.0,0.0,2026/02/13 16:08:22.415882263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:08:22.667104001,148,200000000,gnss_link,0,0,,0,0,20,0,0,1,55.8672778752681,37.6909804034344,150.2070748405531,-3.036532621710497,0.9999142233565075,-0.010887981601391978,0.0,0.0,0.0,2026/02/13 16:08:22.667104001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:08:22.914622868,148,300000000,gnss_link,0,0,,0,0,20,0,0,1,55.86727777992812,37.69097881615155,150.20704790297896,-3.0391349283820523,0.9992499187197172,0.02957999357913481,0.0,0.0,0.0,2026/02/13 16:08:22.914622868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:08:23.177336375,148,400000000,gnss_link,0,0,,0,0,20,0,0,1,55.86727768606749,37.69097722829632,150.20694935135543,-3.0480442900022395,0.9999579977577053,-0.025967977344776388,0.0,0.0,0.0,2026/02/13 16:08:23.177336375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:08:23.447600553,148,500000000,gnss_link,0,0,,0,0,20,0,0,1,55.867277590035016,37.69097564098973,150.2070763921365,-3.0282366212142797,0.9997928355293509,-0.002119886792782337,0.0,0.0,0.0,2026/02/13 16:08:23.447600553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:08:23.714669614,148,600000000,gnss_link,0,0,,0,0,20,0,0,1,55.867277494964824,37.69097405361786,150.20708435494453,-3.038410929022763,0.9996183205183761,0.023091800107410246,0.0,0.0,0.0,2026/02/13 16:08:23.714669614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:08:23.993131021,148,700000000,gnss_link,0,0,,0,0,20,0,0,1,55.86727740035577,37.690972465973026,150.20706409867853,-3.0510864365295802,0.9998452932961747,-0.0010839637739268552,0.0,0.0,0.0,2026/02/13 16:08:23.993131021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:08:24.278351566,148,800000000,gnss_link,0,0,,0,0,20,0,0,1,55.867277305176444,37.690970878620305,150.20702361874282,-3.036189315093874,0.999723948297454,-0.020042237876547693,0.0,0.0,0.0,2026/02/13 16:08:24.278351566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:08:24.575066204,148,900000000,gnss_link,0,0,,0,0,20,0,0,1,55.86727721006757,37.69096929126468,150.20709188934416,-3.0378080356622807,0.9996031900209578,0.01902852632464721,0.0,0.0,0.0,2026/02/13 16:08:24.575066204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:08:24.859873793,149,0,gnss_link,0,0,,0,0,20,0,0,1,55.86727711479474,37.690967703825656,150.20705614984035,-3.044756742852144,0.9987775346230819,0.018863993915860536,0.0,0.0,0.0,2026/02/13 16:08:24.859873793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:08:25.166487548,149,100000000,gnss_link,0,0,,0,0,20,0,0,1,55.86727702032634,37.69096611626647,150.206985254772,-3.0360264650204587,0.9998727981928478,-0.022290930620058366,0.0,0.0,0.0,2026/02/13 16:08:25.166487548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:08:25.541338076,149,200000000,gnss_link,0,0,,0,0,20,0,0,1,55.86727692508983,37.69096452865999,150.20712988544255,-3.035696879516289,0.9999372549115069,0.009042710807562849,0.0,0.0,0.0,2026/02/13 16:08:25.541338076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:08:25.853998377,149,300000000,gnss_link,0,0,,0,0,20,0,0,1,55.867276829460636,37.69096294146545,150.20690727047622,-3.0410809083624852,0.9981312155359926,0.05525776939858169,0.0,0.0,0.0,2026/02/13 16:08:25.853998377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:08:26.144897421,149,400000000,gnss_link,0,0,,0,0,20,0,0,1,55.867276735241944,37.6909613538643,150.2069587558508,-3.0371709993971834,0.9995659762978949,-0.029639191692041975,0.0,0.0,0.0,2026/02/13 16:08:26.144897421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:08:26.427588611,149,500000000,gnss_link,0,0,,0,0,20,0,0,1,55.86727664024486,37.69095976657888,150.207116054371,-3.0361903185721415,0.9998349118088351,0.010689103595984586,0.0,0.0,0.0,2026/02/13 16:08:26.427588611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:08:26.724244664,149,600000000,gnss_link,0,0,,0,0,20,0,0,1,55.86727654526529,37.69095817916333,150.2068873718381,-3.0353150448028825,0.9985628714622306,0.05257868684552092,0.0,0.0,0.0,2026/02/13 16:08:26.724244664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:08:27.14513160,149,700000000,gnss_link,0,0,,0,0,20,0,0,1,55.867276450484226,37.690956591577006,150.20699677523226,-3.0395852614296954,0.9994901197190214,-0.029308595187207763,0.0,0.0,0.0,2026/02/13 16:08:27.14513160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:08:27.299629978,149,800000000,gnss_link,0,0,,0,0,20,0,0,1,55.867276355158616,37.69095500428246,150.20713195484132,-3.0353367581471,0.9999620314249582,0.007099225490172152,0.0,0.0,0.0,2026/02/13 16:08:27.299629978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:08:27.591673067,149,900000000,gnss_link,0,0,,0,0,20,0,0,1,55.867276259799795,37.690953416944964,150.20694690290838,-3.037749657906319,0.9985816989307368,0.04794508818589771,0.0,0.0,0.0,2026/02/13 16:08:27.591673067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:08:27.876453361,150,0,gnss_link,0,0,,0,0,20,0,0,1,55.86727616553661,37.690951829385114,150.2070560734719,-3.0503285220533587,0.9999344864003992,-0.006382484632674518,0.0,0.0,0.0,2026/02/13 16:08:27.876453361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:08:28.156842003,150,100000000,gnss_link,0,0,,0,0,20,0,0,1,55.86727607013259,37.690950242043115,150.20712041389197,-3.037217507199316,0.9999178791948453,0.0022748350405514886,0.0,0.0,0.0,2026/02/13 16:08:28.156842003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:08:28.450514742,150,200000000,gnss_link,0,0,,0,0,20,0,0,1,55.86727599635068,37.69094876268813,150.20689745247364,3.1413061776383686,0.6471450098928982,0.0005595350576595608,0.0,0.0,0.0,2026/02/13 16:08:28.450514742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:08:28.736850709,150,300000000,gnss_link,0,0,,0,0,20,0,0,1,55.86727599650257,37.690948431668744,150.2069389456883,1.228260014865963,0.0001478273593641573,0.0003219168192629748,0.0,0.0,0.0,2026/02/13 16:08:28.736850709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:08:29.36091167,150,400000000,gnss_link,0,0,,0,0,20,0,0,1,55.86727599659982,37.69094843173043,150.20696398243308,1.2282553700365255,8.943132800889395e-05,0.00019475661333948706,0.0,0.0,0.0,2026/02/13 16:08:29.36091167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:08:29.336997881,150,500000000,gnss_link,0,0,,0,0,20,0,0,1,55.86727599666203,37.69094843176988,150.20697999559343,1.22825257933899,5.41046199506062e-05,0.00011782709356447932,0.0,0.0,0.0,2026/02/13 16:08:29.336997881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:08:29.636722477,150,600000000,gnss_link,0,0,,0,0,20,0,0,1,55.867275996697835,37.690948431792584,150.20698921289295,1.2282509258339462,3.273293515635581e-05,7.128543127594983e-05,0.0,0.0,0.0,2026/02/13 16:08:29.636722477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:08:29.929423386,150,700000000,gnss_link,0,0,,0,0,20,0,0,1,55.86727599671671,37.69094843180456,150.20699407253414,1.2282500025710918,1.980337173428479e-05,4.312786977519881e-05,0.0,0.0,0.0,2026/02/13 16:08:29.929423386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:08:30.210616303,150,800000000,gnss_link,0,0,,0,0,20,0,0,1,55.86727599673156,37.690948431813965,150.206997894682,1.228249566650582,1.1981066472866975e-05,2.609253123562658e-05,0.0,0.0,0.0,2026/02/13 16:08:30.210616303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:08:30.500616341,150,900000000,gnss_link,0,0,,0,0,20,0,0,1,55.86727599673882,37.69094843181858,150.20699976477772,1.2282495308258488,7.248582842936346e-06,1.5786105307513026e-05,0.0,0.0,0.0,2026/02/13 16:08:30.500616341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:08:30.776505485,151,0,gnss_link,0,0,,0,0,20,0,0,1,55.86727599674242,37.69094843182087,150.20700069144368,1.2282498864634646,4.385422957850354e-06,9.550676906258986e-06,0.0,0.0,0.0,2026/02/13 16:08:30.776505485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:08:31.75422227,151,100000000,gnss_link,0,0,,0,0,20,0,0,1,55.867275996746024,37.690948431823145,150.207001616247,1.2282506916361091,2.653201755740805e-06,5.77821258629214e-06,0.0,0.0,0.0,2026/02/13 16:08:31.75422227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:08:31.355382584,151,200000000,gnss_link,0,0,,0,0,20,0,0,1,55.86727599674959,37.69094843182541,150.20700253825635,1.228252291049756,1.6052001676804283e-06,3.4958518744199653e-06,0.0,0.0,0.0,2026/02/13 16:08:31.355382584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:08:31.636698286,151,300000000,gnss_link,0,0,,0,0,20,0,0,1,55.86727599674959,37.69094843182541,150.20700253825635,1.2663172366795978,8.603634927878402e-07,2.330557016149212e-06,0.0,0.0,0.0,2026/02/13 16:08:31.636698286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:08:31.913497022,151,400000000,gnss_link,0,0,,0,0,20,0,0,1,55.86727599674959,37.69094843182541,150.20700253825635,1.264681209764966,5.230814290683431e-07,1.4049971880468279e-06,0.0,0.0,0.0,2026/02/13 16:08:31.913497022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:08:32.193790232,151,500000000,gnss_link,0,0,,0,0,20,0,0,1,55.86727599674959,37.69094843182541,150.20700253825635,1.262288940011652,3.1875826118852727e-07,8.455499167827671e-07,0.0,0.0,0.0,2026/02/13 16:08:32.193790232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:08:32.479808185,151,600000000,gnss_link,0,0,,0,0,20,0,0,1,55.86727599674959,37.69094843182541,150.20700253825635,1.258808962785867,1.949050807283194e-07,5.075464927864067e-07,0.0,0.0,0.0,2026/02/13 16:08:32.479808185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:08:32.769349853,151,700000000,gnss_link,0,0,,0,0,20,0,0,1,55.86727599674959,37.69094843182541,150.20700253825635,1.2537874967372205,1.1976230348565478e-07,3.034687813661582e-07,0.0,0.0,0.0,2026/02/13 16:08:32.769349853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:08:33.57851106,151,800000000,gnss_link,0,0,,0,0,20,0,0,1,55.86727599674959,37.69094843182541,150.20700253825635,1.2466302902915076,7.411272314882988e-08,1.8037413087416423e-07,0.0,0.0,0.0,2026/02/13 16:08:33.57851106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:08:33.349780382,151,900000000,gnss_link,0,0,,0,0,20,0,0,1,55.867276002029996,37.69094851388085,150.2070961529389,0.10087751487953146,0.24595067037442264,0.0034654969842428697,0.0,0.0,0.0,2026/02/13 16:08:33.349780382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:08:33.646144669,152,0,gnss_link,0,0,,0,0,20,0,0,1,55.86727604577827,37.69094925999987,150.20704275835305,0.09384751447762096,0.5979025158616764,-0.0025351207174813626,0.0,0.0,0.0,2026/02/13 16:08:33.646144669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:08:33.949534644,152,100000000,gnss_link,0,0,,0,0,20,0,0,1,55.86727610554449,37.69095027621517,150.20712375827134,0.10678883332787162,0.7379553462878404,0.001036254067529593,0.0,0.0,0.0,2026/02/13 16:08:33.949534644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:08:34.251265491,152,200000000,gnss_link,0,0,,0,0,20,0,0,1,55.86727617955447,37.69095153694025,150.20712316781282,0.10232542494402079,0.8687940819894986,0.014208111771735189,0.0,0.0,0.0,2026/02/13 16:08:34.251265491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:08:34.531552759,152,300000000,gnss_link,0,0,,0,0,20,0,0,1,55.867276268944515,37.69095307124738,150.20677484944463,0.09580129338179527,0.9994381944994574,-0.05076216480686673,0.0,0.0,0.0,2026/02/13 16:08:34.531552759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:08:34.816092578,152,400000000,gnss_link,0,0,,0,0,20,0,0,1,55.867276362613225,37.690954658939106,150.20709120016545,0.10343745843136873,0.9999467071800293,-0.01000038093917647,0.0,0.0,0.0,2026/02/13 16:08:34.816092578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:08:35.108224309,152,500000000,gnss_link,0,0,,0,0,20,0,0,1,55.8672764557959,37.6909562466366,150.20708045363426,0.0992848819571802,0.9994045406888599,0.02107108146769949,0.0,0.0,0.0,2026/02/13 16:08:35.108224309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:08:35.388753181,152,600000000,gnss_link,0,0,,0,0,20,0,0,1,55.86727654803336,37.69095783465207,150.20692142564803,0.10303634910836747,0.9990804547186469,-0.0070747452567874215,0.0,0.0,0.0,2026/02/13 16:08:35.388753181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:08:35.679563904,152,700000000,gnss_link,0,0,,0,0,20,0,0,1,55.867276641824986,37.69095942222855,150.2070957813412,0.11175320241890802,0.9998011089482681,0.006704329580463528,0.0,0.0,0.0,2026/02/13 16:08:35.679563904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:08:35.967839121,152,800000000,gnss_link,0,0,,0,0,20,0,0,1,55.86727673490256,37.690961009872595,150.20710595697165,0.10131142041228808,0.9995345883566714,0.02061369650609749,0.0,0.0,0.0,2026/02/13 16:08:35.967839121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:08:36.252487609,152,900000000,gnss_link,0,0,,0,0,20,0,0,1,55.867276827559856,37.690962597795426,150.2070533093065,0.09031498738877741,0.9999122335881585,-0.01222498545355756,0.0,0.0,0.0,2026/02/13 16:08:36.252487609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:08:36.540038546,153,0,gnss_link,0,0,,0,0,20,0,0,1,55.86727692072227,37.690964185579894,150.20700391288847,0.1025120897063502,0.9999037818728069,-0.03268239308440678,0.0,0.0,0.0,2026/02/13 16:08:36.540038546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:08:36.827919359,153,100000000,gnss_link,0,0,,0,0,20,0,0,1,55.86727701384234,37.69096577328165,150.20706333126873,0.11823027247390439,0.9997044801385617,0.0004780766317229899,0.0,0.0,0.0,2026/02/13 16:08:36.827919359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:08:37.112151313,153,200000000,gnss_link,0,0,,0,0,20,0,0,1,55.86727710719447,37.69096736106844,150.20709004998207,0.09790431075863269,0.9988006295530142,0.017617844248272608,0.0,0.0,0.0,2026/02/13 16:08:37.112151313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:08:37.407050476,153,300000000,gnss_link,0,0,,0,0,20,0,0,1,55.867277199758846,37.69096894892895,150.20697597134858,0.10399739344532044,0.9994075670950139,-0.031160029535017737,0.0,0.0,0.0,2026/02/13 16:08:37.407050476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:08:37.695877320,153,400000000,gnss_link,0,0,,0,0,20,0,0,1,55.86727729264835,37.69097053657158,150.20707351900637,0.10598880605026656,0.9994837863666513,0.012936235449206648,0.0,0.0,0.0,2026/02/13 16:08:37.695877320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:08:37.975259982,153,500000000,gnss_link,0,0,,0,0,20,0,0,1,55.86727738662121,37.69097212406857,150.206965893507,0.09707109398228887,0.9979607616016807,0.049329419852602245,0.0,0.0,0.0,2026/02/13 16:08:37.975259982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:08:38.254952596,153,600000000,gnss_link,0,0,,0,0,20,0,0,1,55.867277478750815,37.69097371207765,150.20694214478135,0.10202672816466228,0.9995577279458132,-0.03105162372475364,0.0,0.0,0.0,2026/02/13 16:08:38.254952596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
